Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
PHL,1998-04-01,1998-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7004,April,,38.442200000000000,X
PHL,1998-05-01,1998-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7005,May,,39.297100000000000,X
PHL,1998-06-01,1998-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7006,June,,40.399099999999997,X
PHL,1998-07-01,1998-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7007,July,,41.780500000000004,X
PHL,1998-08-01,1998-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7008,August,,43.037500000000001,X
PHL,1998-09-01,1998-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7009,September,,43.775900000000000,X
PHL,1998-10-01,1998-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7010,October,,42.888199999999998,X
PHL,1998-11-01,1998-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7011,November,,39.943500000000000,X
PHL,1998-12-01,1998-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7012,December,,39.073300000000003,X
PHL,1999-01-01,1999-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7021,Annual value,,39.088983333333303,X
PHL,1999-01-01,1999-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7001,January,,38.404299999999999,X
PHL,1999-02-01,1999-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7002,February,,38.779899999999998,X
PHL,1999-03-01,1999-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7003,March,,38.910800000000002,X
PHL,1999-04-01,1999-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7004,April,,38.241700000000002,X
PHL,1999-05-01,1999-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7005,May,,37.838500000000003,X
PHL,1999-06-01,1999-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7006,June,,37.899000000000001,X
PHL,1999-07-01,1999-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7007,July,,38.279800000000002,X
PHL,1999-08-01,1999-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7008,August,,39.261000000000003,X
PHL,1999-09-01,1999-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7009,September,,40.173800000000000,X
PHL,1999-10-01,1999-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7010,October,,40.314999999999998,X
PHL,1999-11-01,1999-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7011,November,,40.341000000000001,X
PHL,1999-12-01,1999-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1999,1999,7012,December,,40.622999999999997,X
PHL,2000-01-01,2000-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7021,Annual value,,44.192250000000001,X
PHL,2000-01-01,2000-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7001,January,,40.427000000000000,X
PHL,2000-02-01,2000-02-29,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7002,February,,40.572000000000003,X
PHL,2000-03-01,2000-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7003,March,,40.938000000000002,X
PHL,2000-04-01,2000-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7004,April,,41.188000000000002,X
PHL,2000-05-01,2000-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7005,May,,41.805999999999997,X
PHL,2000-06-01,2000-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7006,June,,42.649000000000001,X
PHL,2000-07-01,2000-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7007,July,,44.335999999999999,X
PHL,2000-08-01,2000-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7008,August,,44.898000000000003,X
PHL,2000-09-01,2000-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7009,September,,45.737000000000002,X
PHL,2000-10-01,2000-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7010,October,,48.106000000000002,X
PHL,2000-11-01,2000-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7011,November,,49.753999999999998,X
PHL,2000-12-01,2000-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2000,2000,7012,December,,49.896000000000001,X
PHL,2001-01-01,2001-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7021,Annual value,,50.992649999999998,X
PHL,2001-01-01,2001-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7001,January,,50.969000000000001,X
PHL,2001-02-01,2001-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7002,February,,48.289999999999999,X
PHL,2001-03-01,2001-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7003,March,,48.466999999999999,X
PHL,2001-04-01,2001-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7004,April,,50.185000000000002,X
PHL,2001-05-01,2001-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7005,May,,50.539000000000001,X
PHL,2001-06-01,2001-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7006,June,,51.488000000000000,X
PHL,2001-07-01,2001-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7007,July,,53.223999999999997,X
PHL,2001-08-01,2001-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7008,August,,51.988000000000000,X
PHL,2001-09-01,2001-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7009,September,,51.250000000000000,X
PHL,2001-10-01,2001-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7010,October,,51.732999999999997,X
PHL,2001-11-01,2001-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7011,November,,51.989899999999999,X
PHL,2001-12-01,2001-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2001,2001,7012,December,,51.788899999999998,X
PHL,2002-01-01,2002-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7021,Annual value,,51.603566666666701,X
PHL,2002-01-01,2002-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7001,January,,51.409700000000001,X
PHL,2002-02-01,2002-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7002,February,,51.281700000000001,X
PHL,2002-03-01,2002-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7003,March,,51.066099999999999,X
PHL,2002-04-01,2002-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7004,April,,50.987200000000001,X
PHL,2002-05-01,2002-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7005,May,,49.838299999999997,X
PHL,2002-06-01,2002-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7006,June,,50.406500000000001,X
PHL,2002-07-01,2002-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7007,July,,50.596299999999999,X
PHL,2002-08-01,2002-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7008,August,,51.793100000000003,X
PHL,2002-09-01,2002-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7009,September,,52.129199999999997,X
PHL,2002-10-01,2002-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7010,October,,52.906999999999996,X
PHL,2002-11-01,2002-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7011,November,,53.308199999999999,X
PHL,2002-12-01,2002-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2002,2002,7012,December,,53.519500000000001,X
PHL,2003-01-01,2003-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7021,Annual value,,54.203333333333298,X
PHL,2003-01-01,2003-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7001,January,,53.563499999999998,X
PHL,2003-02-01,2003-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7002,February,,54.074800000000003,X
PHL,2003-03-01,2003-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7003,March,,54.590899999999998,X
PHL,2003-04-01,2003-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7004,April,,52.806800000000003,X
PHL,2003-05-01,2003-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7005,May,,52.507199999999997,X
PHL,2003-06-01,2003-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7006,June,,53.399200000000000,X
PHL,2003-07-01,2003-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7007,July,,53.713799999999999,X
PHL,2003-08-01,2003-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7008,August,,54.991399999999999,X
PHL,2003-09-01,2003-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7009,September,,55.023499999999999,X
PHL,2003-10-01,2003-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7010,October,,54.951999999999998,X
PHL,2003-11-01,2003-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7011,November,,55.371800000000000,X
PHL,2003-12-01,2003-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2003,2003,7012,December,,55.445099999999996,X
PHL,2004-01-01,2004-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7021,Annual value,,56.039916666666699,X
PHL,2004-01-01,2004-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7001,January,,55.526100000000000,X
PHL,2004-02-01,2004-02-29,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7002,February,,56.069600000000001,X
PHL,2004-03-01,2004-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7003,March,,56.302900000000001,X
PHL,2004-04-01,2004-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7004,April,,55.903900000000000,X
PHL,2004-05-01,2004-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7005,May,,55.845300000000002,X
PHL,2004-06-01,2004-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7006,June,,55.984800000000000,X
PHL,2004-07-01,2004-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7007,July,,55.952700000000000,X
PHL,2004-08-01,2004-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7008,August,,55.834200000000003,X
PHL,2004-09-01,2004-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7009,September,,56.213200000000001,X
PHL,2004-10-01,2004-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7010,October,,56.341400000000000,X
PHL,2004-11-01,2004-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7011,November,,56.322099999999999,X
PHL,2004-12-01,2004-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2004,2004,7012,December,,56.182800000000000,X
PHL,2005-01-01,2005-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7021,Annual value,,55.085491666666698,X
PHL,2005-01-01,2005-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7001,January,,55.766199999999998,X
PHL,2005-02-01,2005-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7002,February,,54.812800000000003,X
PHL,2005-03-01,2005-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7003,March,,54.440199999999997,X
PHL,2005-04-01,2005-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7004,April,,54.491799999999998,X
PHL,2005-05-01,2005-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7005,May,,54.341099999999997,X
PHL,2005-06-01,2005-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7006,June,,55.179000000000002,X
PHL,2005-07-01,2005-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7007,July,,56.006200000000000,X
PHL,2005-08-01,2005-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7008,August,,55.952300000000001,X
PHL,2005-09-01,2005-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7009,September,,56.156199999999998,X
PHL,2005-10-01,2005-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7010,October,,55.707700000000003,X
PHL,2005-11-01,2005-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7011,November,,54.560600000000001,X
PHL,2005-12-01,2005-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2005,2005,7012,December,,53.611800000000002,X
PHL,2006-01-01,2006-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7021,Annual value,,51.314272500000001,X
PHL,2006-01-01,2006-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7001,January,,52.617100000000001,X
PHL,2006-02-01,2006-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7002,February,,51.816800000000001,X
PHL,2006-03-01,2006-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7003,March,,51.218899999999998,X
PHL,2006-04-01,2006-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7004,April,,51.359699999999997,X
PHL,2006-05-01,2006-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7005,May,,52.127270000000003,X
PHL,2006-06-01,2006-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7006,June,,53.156700000000001,X
PHL,2006-07-01,2006-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7007,July,,52.397599999999997,X
PHL,2006-08-01,2006-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7008,August,,51.361800000000002,X
PHL,2006-09-01,2006-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7009,September,,50.401200000000003,X
PHL,2006-10-01,2006-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7010,October,,50.003799999999998,X
PHL,2006-11-01,2006-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7011,November,,49.843400000000003,X
PHL,2006-12-01,2006-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2006,2006,7012,December,,49.466999999999999,X
PHL,2007-01-01,2007-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7021,Annual value,,46.148391177755002,X
PHL,2007-01-01,2007-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7001,January,,48.914318181818203,X
PHL,2007-02-01,2007-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7002,February,,48.381349999999998,X
PHL,2007-03-01,2007-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7003,March,,48.517227272727297,X
PHL,2007-04-01,2007-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7004,April,,47.822444444444400,X
PHL,2007-05-01,2007-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7005,May,,46.814142857142897,X
PHL,2007-06-01,2007-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7006,June,,46.160150000000002,X
PHL,2007-07-01,2007-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7007,July,,45.625090909090901,X
PHL,2007-08-01,2007-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7008,August,,46.073714285714303,X
PHL,2007-09-01,2007-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7009,September,,46.131450000000001,X
PHL,2007-10-01,2007-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7010,October,,44.380285714285698,X
PHL,2007-11-01,2007-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7011,November,,43.217631578947398,X
PHL,2007-12-01,2007-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2007,2007,7012,December,,41.742888888888899,X
PHL,2008-01-01,2008-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7021,Annual value,,44.323287609410002,X
PHL,2008-01-01,2008-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7001,January,,40.938090909090903,X
PHL,2008-02-01,2008-02-29,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7002,February,,40.671100000000003,X
PHL,2008-03-01,2008-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7003,March,,41.252368421052601,X
PHL,2008-04-01,2008-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7004,April,,41.819571428571400,X
PHL,2008-05-01,2008-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7005,May,,42.901952380952402,X
PHL,2008-06-01,2008-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7006,June,,44.280549999999998,X
PHL,2008-07-01,2008-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7007,July,,44.956260869565199,X
PHL,2008-08-01,2008-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7008,August,,44.876947368421099,X
PHL,2008-09-01,2008-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7009,September,,44.876947368421099,X
PHL,2008-10-01,2008-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7010,October,,48.025227272727300,X
PHL,2008-11-01,2008-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7011,November,,49.186199999999999,X
PHL,2008-12-01,2008-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2008,2008,7012,December,,48.094235294117603,X
PHL,2009-01-01,2009-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7021,Annual value,,47.679688453509101,X
PHL,2009-01-01,2009-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7001,January,,47.207149999999999,X
PHL,2009-02-01,2009-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7002,February,,48.094235294117603,X
PHL,2009-03-01,2009-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7003,March,,48.458045499999997,X
PHL,2009-04-01,2009-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7004,April,,48.216526299999998,X
PHL,2009-05-01,2009-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7005,May,,47.524149999999999,X
PHL,2009-06-01,2009-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7006,June,,47.905285714285697,X
PHL,2009-07-01,2009-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7007,July,,48.146000000000001,X
PHL,2009-08-01,2009-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7008,August,,48.160722222222198,X
PHL,2009-09-01,2009-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7009,September,,48.139400000000002,X
PHL,2009-10-01,2009-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7010,October,,46.851272727272701,X
PHL,2009-11-01,2009-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7011,November,,47.032421052631598,X
PHL,2009-12-01,2009-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2009,2009,7012,December,,46.421052631578902,X
PHL,2010-01-01,2010-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7021,Annual value,,45.109664180089602,X
PHL,2010-01-01,2010-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7001,January,,46.027600000000000,X
PHL,2010-02-01,2010-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7002,February,,46.311599999999999,X
PHL,2010-03-01,2010-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7003,March,,45.742478260869603,X
PHL,2010-04-01,2010-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7004,April,,44.626578947368401,X
PHL,2010-05-01,2010-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7005,May,,45.597105263157907,X
PHL,2010-06-01,2010-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7006,June,,46.302700000000002,X
PHL,2010-07-01,2010-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7007,July,,46.320272727272702,X
PHL,2010-08-01,2010-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7008,August,,45.182476190476201,X
PHL,2010-09-01,2010-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7009,September,,44.313666666666698,X
PHL,2010-10-01,2010-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7010,October,,43.444899999999997,X
PHL,2010-11-01,2010-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7011,November,,43.491842105263203,X
PHL,2010-12-01,2010-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2010,2010,7012,December,,43.954749999999997,X
PHL,2011-01-01,2011-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7021,Annual value,,43.313136923748800,X
PHL,2011-01-01,2011-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7001,January,,44.172190476190501,X
PHL,2011-02-01,2011-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7002,February,,43.703099999999999,X
PHL,2011-03-01,2011-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7003,March,,43.515999999999998,X
PHL,2011-04-01,2011-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7004,April,,43.240157894736797,X
PHL,2011-05-01,2011-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7005,May,,43.130727272727299,X
PHL,2011-06-01,2011-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7006,June,,43.365666666666698,X
PHL,2011-07-01,2011-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7007,July,,42.808761904761901,X
PHL,2011-08-01,2011-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7008,August,,42.420904761904801,X
PHL,2011-09-01,2011-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7009,September,,43.025636363636401,X
PHL,2011-10-01,2011-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7010,October,,43.451400000000000,X
PHL,2011-11-01,2011-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7011,November,,43.274526315789501,X
PHL,2011-12-01,2011-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2011,2011,7012,December,,43.648571428571401,X
PHL,2012-01-01,2012-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2012,2012,7021,Annual value,,42.228794734943399,X
PHL,2012-01-01,2012-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2012,2012,7001,January,,43.619142857142897,X
PHL,2012-02-01,2012-02-29,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2012,2012,7002,February,,42.660761904761898,X
PHL,2012-03-01,2012-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2012,2012,7003,March,,42.857363636363601,X
PHL,2012-04-01,2012-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2012,2012,7004,April,,42.699777777777797,X
PHL,2012-05-01,2012-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2012,2012,7005,May,,42.851454545454601,X
PHL,2012-06-01,2012-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,2012,2012,7006,June,,42.776449999999997,X
